temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
19.6,0.0,0.0,76.0,0.0,77.0,100.0,7.1,135.0
19.1,0.4,0.4,90.0,0.0,100.0,100.0,4.8,153.0
18.6,0.6,0.6,89.0,0.0,99.0,100.0,2.9,150.0
17.7,0.3,0.3,91.0,1.0,100.0,100.0,2.2,360.0
17.7,0.0,0.0,85.0,3.0,87.0,99.0,2.1,329.0
17.4,0.0,0.0,89.0,6.0,90.0,99.0,2.9,300.0
17.3,0.0,0.0,84.0,3.0,87.0,96.0,2.2,270.0
17.1,0.0,0.0,90.0,0.0,100.0,100.0,1.9,248.0
16.7,0.3,0.3,90.0,0.0,100.0,100.0,1.9,158.0
16.5,0.8,0.8,86.0,0.0,93.0,100.0,4.1,135.0
16.0,0.9,0.9,89.0,1.0,97.0,100.0,2.1,121.0
15.7,0.7,0.7,93.0,3.0,100.0,100.0,2.9,83.0
15.6,0.8,0.8,92.0,3.0,99.0,100.0,4.4,81.0
15.5,0.5,0.5,93.0,4.0,99.0,100.0,5.2,106.0
15.1,0.4,0.4,80.0,0.0,83.0,100.0,6.4,106.0
14.7,0.2,0.2,86.0,0.0,94.0,100.0,3.1,45.0
15.1,0.0,0.0,67.0,0.0,62.0,100.0,3.7,11.0
15.4,0.0,0.0,59.0,0.0,48.0,100.0,3.4,72.0
16.4,0.0,0.0,30.0,0.0,0.0,100.0,5.9,79.0
17.4,0.0,0.0,35.0,6.0,0.0,100.0,7.1,75.0
19.0,0.0,0.0,35.0,5.0,0.0,100.0,8.8,78.0
19.3,0.0,0.0,39.0,10.0,1.0,99.0,10.1,86.0
20.0,0.0,0.0,36.0,5.0,5.0,96.0,10.1,96.0
20.0,0.0,0.0,30.0,1.0,8.0,80.0,9.6,103.0
20.3,0.0,0.0,26.0,2.0,19.0,44.0,9.1,108.0
20.6,0.0,0.0,24.0,6.0,25.0,12.0,9.2,116.0
20.8,0.0,0.0,31.0,0.0,35.0,34.0,11.5,122.0
19.7,0.0,0.0,16.0,0.0,26.0,2.0,12.7,137.0
19.1,0.0,0.0,4.0,0.0,5.0,4.0,12.9,153.0
17.9,0.0,0.0,1.0,0.0,2.0,0.0,11.3,158.0
17.1,0.0,0.0,2.0,1.0,2.0,0.0,9.2,154.0
16.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,153.0
15.6,0.0,0.0,0.0,0.0,0.0,0.0,7.6,161.0
15.4,0.0,0.0,0.0,0.0,0.0,0.0,5.5,169.0
15.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,175.0
14.8,0.0,0.0,0.0,0.0,0.0,0.0,4.7,180.0
15.1,0.0,0.0,0.0,0.0,0.0,0.0,4.6,198.0
14.5,0.0,0.0,0.0,0.0,0.0,0.0,4.8,222.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,231.0
14.9,0.0,0.0,0.0,0.0,0.0,0.0,4.1,255.0
14.7,0.0,0.0,0.0,0.0,0.0,0.0,4.6,231.0
15.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,212.0
17.1,0.0,0.0,3.0,0.0,0.0,10.0,5.5,212.0
18.5,0.0,0.0,6.0,0.0,0.0,21.0,6.8,212.0
20.4,0.0,0.0,17.0,0.0,0.0,55.0,7.9,204.0
21.3,0.0,0.0,19.0,0.0,0.0,64.0,10.0,195.0
22.0,0.0,0.0,20.0,0.0,0.0,68.0,12.4,188.0
22.1,0.0,0.0,16.0,0.0,0.0,54.0,14.5,186.0
22.4,0.0,0.0,1.0,0.0,0.0,4.0,16.2,179.0
22.3,0.0,0.0,0.0,0.0,0.0,0.0,18.4,174.0
21.9,0.0,0.0,0.0,0.0,0.0,0.0,19.1,177.0
21.4,0.0,0.0,0.0,0.0,0.0,0.0,15.9,174.0
20.9,0.0,0.0,6.0,0.0,0.0,20.0,14.6,171.0
20.1,0.0,0.0,15.0,0.0,0.0,50.0,14.0,179.0
19.3,0.0,0.0,28.0,0.0,0.0,93.0,14.1,186.0
18.8,0.0,0.0,14.0,0.0,0.0,48.0,14.5,199.0
18.2,0.0,0.0,29.0,0.0,0.0,98.0,13.4,211.0
18.0,0.0,0.0,28.0,0.0,0.0,94.0,12.6,217.0
17.6,0.0,0.0,30.0,2.0,0.0,95.0,12.5,219.0
17.4,0.0,0.0,58.0,32.0,0.0,97.0,12.3,218.0
17.0,0.0,0.0,84.0,61.0,0.0,97.0,12.9,216.0
17.9,0.0,0.0,87.0,59.0,7.0,100.0,12.4,210.0
17.9,0.0,0.0,99.0,60.0,25.0,100.0,12.8,202.0
18.6,0.0,0.0,100.0,89.0,48.0,99.0,8.7,204.0
18.7,0.0,0.0,100.0,86.0,72.0,90.0,9.4,212.0
18.8,0.7,0.7,100.0,71.0,89.0,99.0,8.4,200.0
19.4,1.5,1.5,100.0,55.0,99.0,99.0,8.0,185.0
19.9,0.5,0.5,100.0,39.0,96.0,91.0,9.6,193.0
20.6,0.3,0.3,100.0,40.0,85.0,87.0,12.3,201.0
21.2,1.4,1.4,100.0,79.0,88.0,92.0,11.6,210.0
21.5,0.3,0.3,100.0,96.0,58.0,96.0,11.5,219.0
22.1,0.3,0.3,100.0,99.0,33.0,99.0,14.3,231.0
22.7,0.9,0.9,100.0,98.0,41.0,98.0,14.4,233.0
22.7,0.1,0.1,100.0,93.0,49.0,99.0,15.9,231.0
23.4,0.0,0.0,100.0,96.0,62.0,98.0,14.5,222.0
24.0,0.0,0.0,89.0,77.0,22.0,22.0,7.4,223.0
24.2,0.0,0.0,60.0,25.0,20.0,84.0,8.2,209.0
24.0,0.0,0.0,55.0,18.0,18.0,93.0,9.7,202.0
23.5,0.0,0.0,63.0,22.0,24.0,96.0,14.2,216.0
23.5,0.0,0.0,39.0,3.0,10.0,100.0,15.8,215.0
23.0,0.0,0.0,39.0,3.0,11.0,100.0,18.1,226.0
23.0,0.0,0.0,35.0,4.0,2.0,100.0,18.3,238.0
22.4,0.0,0.0,36.0,6.0,6.0,89.0,17.4,252.0
22.4,0.0,0.0,22.0,7.0,2.0,48.0,15.5,266.0
22.2,0.0,0.0,7.0,0.0,1.0,22.0,13.6,281.0
21.4,0.0,0.0,1.0,0.0,2.0,0.0,13.6,292.0
20.9,0.0,0.0,0.0,0.0,0.0,0.0,13.8,290.0
20.7,0.0,0.0,0.0,0.0,0.0,0.0,15.3,285.0
20.9,0.0,0.0,0.0,0.0,0.0,0.0,16.0,279.0
21.3,0.0,0.0,0.0,0.0,0.0,0.0,14.8,271.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,272.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,271.0
24.7,0.0,0.0,0.0,0.0,0.0,0.0,19.2,265.0
25.5,0.0,0.0,0.0,0.0,0.0,0.0,21.3,268.0
26.2,0.0,0.0,14.0,0.0,24.0,0.0,23.2,286.0
27.0,0.0,0.0,10.0,0.0,16.0,0.0,22.6,292.0
27.5,0.0,0.0,33.0,0.0,55.0,0.0,22.5,297.0
28.2,0.0,0.0,28.0,0.0,47.0,0.0,19.3,297.0
28.4,0.0,0.0,13.0,0.0,21.0,0.0,19.6,302.0
27.3,0.0,0.0,0.0,0.0,0.0,0.0,14.2,300.0
26.9,0.0,0.0,0.0,0.0,0.0,0.0,9.2,301.0
25.9,0.0,0.0,0.0,0.0,0.0,0.0,8.4,313.0
24.9,0.0,0.0,0.0,0.0,0.0,0.0,10.6,332.0
23.8,0.0,0.0,0.0,0.0,0.0,0.0,10.9,343.0
21.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,334.0
20.9,0.0,0.0,0.0,0.0,0.0,0.0,10.2,321.0
20.1,0.0,0.0,0.0,0.0,0.0,0.0,10.9,314.0
19.2,0.0,0.0,0.0,0.0,0.0,0.0,12.5,311.0
18.7,0.0,0.0,0.0,0.0,0.0,0.0,13.5,312.0
18.2,0.0,0.0,0.0,0.0,0.0,0.0,13.7,315.0
17.6,0.0,0.0,0.0,0.0,0.0,0.0,13.8,313.0
17.7,0.0,0.0,0.0,0.0,0.0,0.0,12.2,313.0
17.8,0.0,0.0,1.0,1.0,0.0,0.0,10.2,318.0
18.5,0.0,0.0,5.0,6.0,0.0,0.0,12.4,324.0
19.3,0.0,0.0,51.0,53.0,5.0,0.0,17.2,340.0
19.7,0.0,0.0,80.0,86.0,5.0,0.0,18.8,348.0
20.8,0.0,0.0,63.0,70.0,0.0,0.0,17.7,356.0
21.7,0.0,0.0,86.0,96.0,0.0,0.0,16.6,356.0
22.6,0.0,0.0,100.0,100.0,64.0,0.0,14.4,359.0
22.8,0.0,0.0,100.0,93.0,85.0,0.0,13.4,354.0
23.0,0.0,0.0,82.0,34.0,86.0,0.0,12.3,355.0
23.2,0.0,0.0,50.0,1.0,81.0,0.0,10.8,358.0
23.5,0.0,0.0,40.0,4.0,61.0,0.0,10.9,354.0
23.6,0.0,0.0,33.0,0.0,55.0,0.0,8.7,5.0
23.6,0.0,0.0,13.0,0.0,21.0,0.0,4.6,18.0
23.0,0.0,0.0,11.0,0.0,18.0,0.0,1.5,76.0
22.2,0.0,0.0,24.0,7.0,29.0,0.0,1.8,127.0
21.0,0.0,0.0,25.0,10.0,27.0,0.0,6.8,162.0
19.4,0.0,0.0,3.0,1.0,4.0,0.0,8.9,166.0
18.7,0.0,0.0,0.0,0.0,0.0,0.0,8.3,182.0
18.4,0.0,0.0,0.0,0.0,0.0,0.0,8.4,205.0
18.0,0.0,0.0,11.0,5.0,11.0,0.0,8.5,242.0
17.9,0.0,0.0,8.0,3.0,9.0,0.0,8.0,260.0
17.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,267.0
16.1,0.0,0.0,3.0,0.0,0.0,10.0,8.7,277.0
17.4,0.0,0.0,5.0,0.0,0.0,18.0,8.2,311.0
17.8,0.0,0.0,2.0,0.0,0.0,6.0,10.0,319.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,325.0
20.8,0.0,0.0,2.0,0.0,0.0,7.0,7.6,335.0
22.4,0.0,0.0,6.0,0.0,0.0,20.0,8.0,342.0
24.6,0.0,0.0,16.0,0.0,0.0,54.0,8.1,339.0
25.3,0.0,0.0,24.0,0.0,0.0,80.0,7.6,335.0
25.6,0.0,0.0,25.0,0.0,0.0,83.0,6.6,311.0
25.9,0.0,0.0,19.0,0.0,0.0,62.0,8.4,301.0
26.3,0.0,0.0,10.0,0.0,0.0,32.0,8.2,293.0
26.8,0.0,0.0,28.0,0.0,0.0,92.0,9.7,285.0
27.0,0.0,0.0,32.0,0.0,4.0,100.0,8.3,272.0
26.5,0.0,0.0,46.0,0.0,27.0,100.0,5.2,258.0
26.6,0.0,0.0,30.0,0.0,0.0,100.0,4.7,184.0
26.2,0.0,0.0,30.0,0.0,0.0,99.0,7.3,189.0
24.0,0.0,0.0,29.0,0.0,0.0,98.0,7.6,188.0
23.4,0.0,0.0,28.0,0.0,0.0,94.0,8.3,198.0
22.0,0.0,0.0,12.0,0.0,0.0,39.0,7.9,219.0
21.6,0.0,0.0,0.0,0.0,0.0,0.0,7.4,231.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,236.0
20.5,0.0,0.0,3.0,0.0,0.0,10.0,8.4,245.0
19.9,0.0,0.0,0.0,0.0,0.0,0.0,7.5,253.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,265.0
19.1,0.0,0.0,20.0,0.0,0.0,66.0,8.0,278.0
19.0,0.0,0.0,28.0,0.0,0.0,92.0,6.1,310.0
19.5,0.0,0.0,25.0,0.0,0.0,82.0,5.7,325.0
21.1,0.0,0.0,27.0,0.0,0.0,90.0,2.9,330.0
22.8,0.0,0.0,25.0,0.0,0.0,84.0,4.1,308.0
25.0,0.0,0.0,11.0,0.0,0.0,35.0,4.1,315.0
27.2,0.0,0.0,17.0,0.0,0.0,55.0,3.7,299.0
27.4,0.0,0.0,11.0,0.0,0.0,36.0,3.4,288.0
28.3,0.0,0.0,19.0,0.0,0.0,64.0,1.8,233.0
28.8,0.0,0.0,19.0,0.0,0.0,63.0,4.5,194.0
29.0,0.0,0.0,10.0,0.0,0.0,34.0,7.3,191.0
28.7,0.0,0.0,6.0,0.0,0.0,21.0,8.0,188.0
29.0,0.0,0.0,20.0,0.0,0.0,65.0,10.1,178.0
28.0,0.0,0.0,33.0,0.0,6.0,98.0,11.4,167.0
27.3,0.0,0.0,30.0,0.0,0.0,99.0,12.2,161.0
26.2,0.0,0.0,30.0,0.0,0.0,99.0,12.1,163.0
25.2,0.0,0.0,30.0,0.0,0.0,100.0,12.0,173.0
24.5,0.0,0.0,22.0,0.0,0.0,72.0,12.2,180.0
23.5,0.0,0.0,25.0,0.0,0.0,84.0,13.2,191.0
23.0,0.0,0.0,28.0,0.0,0.0,93.0,12.1,207.0
22.6,0.0,0.0,29.0,0.0,0.0,95.0,10.5,218.0
22.2,0.0,0.0,29.0,0.0,0.0,97.0,10.4,226.0
21.8,0.0,0.0,28.0,0.0,0.0,94.0,10.0,232.0
21.5,0.0,0.0,29.0,0.0,0.0,95.0,9.4,223.0
21.3,0.0,0.0,29.0,0.0,0.0,96.0,9.7,222.0
22.0,0.0,0.0,23.0,0.0,0.0,76.0,8.5,216.0
22.0,0.0,0.0,27.0,0.0,0.0,89.0,10.1,215.0
22.5,0.0,0.0,26.0,0.0,0.0,88.0,10.2,222.0
23.8,0.0,0.0,25.0,0.0,0.0,84.0,11.2,222.0
25.3,0.0,0.0,28.0,2.0,0.0,87.0,12.2,227.0
28.1,0.0,0.0,27.0,5.0,2.0,71.0,13.0,226.0
29.1,0.0,0.0,38.0,8.0,10.0,81.0,14.8,225.0
30.3,0.0,0.0,50.0,8.0,23.0,98.0,16.1,220.0
30.5,0.0,0.0,50.0,4.0,28.0,100.0,16.1,219.0
31.0,0.0,0.0,40.0,0.0,16.0,100.0,16.7,217.0
30.9,0.0,0.0,42.0,0.0,20.0,100.0,17.1,215.0
30.5,0.0,0.0,38.0,2.0,12.0,98.0,16.1,209.0
30.6,0.0,0.0,49.0,6.0,27.0,91.0,14.6,213.0
29.7,0.0,0.0,53.0,5.0,33.0,94.0,12.9,210.0
28.8,0.0,0.0,44.0,3.0,21.0,95.0,14.1,212.0
26.9,0.0,0.0,34.0,2.0,5.0,96.0,15.6,220.0
26.4,0.0,0.0,53.0,0.0,38.0,100.0,15.6,230.0
25.2,0.0,0.0,53.0,0.0,44.0,89.0,15.6,230.0
25.1,0.0,0.0,35.0,0.0,11.0,96.0,16.4,232.0
25.1,0.3,0.3,41.0,2.0,16.0,98.0,17.2,237.0
24.9,0.3,0.3,62.0,3.0,50.0,97.0,16.5,250.0
25.2,1.5,1.5,86.0,5.0,85.0,100.0,15.1,258.0
25.2,0.8,0.8,80.0,14.0,62.0,99.0,14.6,260.0
24.5,0.2,0.2,42.0,1.0,20.0,98.0,13.0,272.0
25.1,0.0,0.0,45.0,0.0,45.0,59.0,11.1,283.0
25.6,0.0,0.0,59.0,0.0,68.0,62.0,10.0,285.0
26.3,0.0,0.0,61.0,2.0,57.0,82.0,8.8,289.0
26.2,0.0,0.0,76.0,8.0,71.0,87.0,9.2,318.0
26.7,0.0,0.0,51.0,17.0,23.0,72.0,12.5,342.0
27.6,0.0,0.0,47.0,22.0,8.0,73.0,14.6,350.0
27.9,0.0,0.0,41.0,19.0,10.0,61.0,14.2,351.0
28.5,0.0,0.0,48.0,14.0,14.0,90.0,13.6,349.0
28.9,0.0,0.0,38.0,22.0,2.0,57.0,12.8,349.0
29.4,0.0,0.0,15.0,7.0,0.0,28.0,12.6,347.0
29.8,0.0,0.0,2.0,1.0,0.0,2.0,12.7,345.0
30.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,344.0
29.3,0.0,0.0,1.0,0.0,1.0,0.0,9.3,347.0
28.8,0.0,0.0,0.0,0.0,0.0,0.0,8.3,355.0
27.9,0.0,0.0,0.0,0.0,0.0,0.0,8.3,360.0
26.5,0.0,0.0,3.0,0.0,5.0,0.0,6.4,344.0
25.3,0.0,0.0,6.0,0.0,5.0,9.0,6.5,6.0
23.7,0.0,0.0,30.0,0.0,28.0,44.0,7.0,12.0
23.0,0.0,0.0,20.0,0.0,22.0,24.0,8.8,19.0
22.7,0.0,0.0,11.0,0.0,14.0,9.0,10.5,27.0
22.3,0.0,0.0,10.0,0.0,11.0,10.0,10.4,34.0
21.7,0.0,0.0,2.0,0.0,0.0,8.0,10.8,37.0
21.0,0.0,0.0,2.0,0.0,0.0,8.0,11.8,40.0
20.2,0.0,0.0,14.0,0.0,21.0,6.0,12.5,49.0
20.9,0.0,0.0,32.0,0.0,22.0,63.0,9.7,48.0
21.2,0.0,0.0,32.0,0.0,28.0,50.0,9.7,42.0
21.3,0.0,0.0,33.0,0.0,30.0,50.0,9.3,54.0
21.7,0.0,0.0,39.0,0.0,37.0,55.0,7.7,49.0
22.1,0.0,0.0,42.0,1.0,34.0,68.0,6.9,62.0
23.9,0.0,0.0,43.0,3.0,30.0,75.0,5.4,90.0
24.5,0.0,0.0,45.0,26.0,2.0,68.0,2.6,146.0
25.4,0.0,0.0,57.0,44.0,10.0,37.0,5.8,202.0
26.1,0.0,0.0,100.0,77.0,60.0,22.0,8.5,216.0
26.3,0.0,0.0,100.0,83.0,96.0,39.0,7.4,209.0
26.6,0.0,0.0,86.0,30.0,77.0,41.0,9.4,176.0
26.5,0.0,0.0,74.0,14.0,72.0,59.0,12.2,161.0
25.5,0.0,0.0,68.0,2.0,62.0,98.0,12.1,157.0
24.8,0.0,0.0,35.0,2.0,6.0,100.0,11.2,159.0
24.2,0.0,0.0,51.0,2.0,32.0,99.0,9.0,164.0
24.2,0.0,0.0,62.0,3.0,49.0,100.0,5.6,153.0
23.9,0.3,0.3,62.0,4.0,48.0,100.0,1.8,90.0
22.7,1.1,1.1,93.0,8.0,93.0,99.0,4.3,48.0
22.7,1.2,1.2,83.0,3.0,86.0,96.0,4.0,63.0
21.9,1.3,1.3,96.0,9.0,98.0,98.0,4.5,61.0
21.4,2.1,2.1,97.0,13.0,94.0,96.0,5.7,55.0
21.1,0.3,0.3,100.0,72.0,100.0,97.0,7.0,35.0
20.6,0.4,0.4,100.0,100.0,100.0,91.0,8.8,19.0
20.2,0.2,0.2,100.0,100.0,100.0,77.0,10.2,10.0
20.3,0.0,0.0,100.0,82.0,100.0,100.0,6.4,43.0
20.4,0.0,0.0,100.0,59.0,100.0,96.0,4.3,48.0
20.5,0.0,0.0,100.0,47.0,87.0,55.0,4.1,45.0
20.9,0.0,0.0,63.0,33.0,56.0,0.0,5.2,16.0
21.7,0.0,0.0,61.0,20.0,71.0,0.0,7.2,3.0
23.6,0.0,0.0,44.0,22.0,40.0,0.0,8.0,10.0
24.7,0.0,0.0,18.0,11.0,13.0,0.0,7.6,19.0
26.0,0.0,0.0,3.0,0.0,3.0,3.0,6.4,16.0
26.9,0.0,0.0,11.0,0.0,6.0,26.0,5.9,11.0
27.1,0.0,0.0,14.0,0.0,3.0,40.0,5.0,360.0
27.6,0.0,0.0,21.0,0.0,0.0,70.0,4.5,346.0
27.9,0.0,0.0,15.0,0.0,2.0,45.0,4.0,333.0
28.3,0.0,0.0,27.0,1.0,4.0,79.0,1.5,256.0
28.3,0.0,0.0,34.0,0.0,11.0,91.0,1.8,169.0
27.9,0.0,0.0,29.0,0.0,1.0,94.0,3.4,162.0
27.1,0.0,0.0,34.0,4.0,3.0,95.0,3.8,197.0
26.0,0.0,0.0,38.0,7.0,7.0,92.0,2.4,117.0
24.5,0.0,0.0,46.0,11.0,13.0,95.0,2.9,90.0
23.5,0.0,0.0,41.0,13.0,26.0,46.0,6.2,100.0
22.1,0.0,0.0,55.0,10.0,39.0,76.0,8.4,110.0
21.3,0.0,0.0,68.0,15.0,43.0,96.0,9.1,108.0
20.9,0.0,0.0,84.0,17.0,69.0,91.0,9.4,94.0
20.5,0.0,0.0,87.0,26.0,61.0,89.0,10.8,86.0
20.0,0.0,0.0,89.0,29.0,54.0,100.0,11.3,83.0
20.3,0.0,0.0,100.0,94.0,43.0,100.0,9.8,66.0
20.2,0.0,0.0,84.0,55.0,8.0,100.0,10.1,63.0
20.2,0.0,0.0,74.0,43.0,10.0,98.0,11.3,68.0
20.6,0.0,0.0,53.0,18.0,12.0,99.0,12.6,77.0
21.2,0.0,0.0,72.0,25.0,39.0,86.0,13.0,88.0
21.9,0.0,0.0,99.0,30.0,79.0,83.0,13.6,102.0
21.9,0.2,0.2,100.0,33.0,86.0,80.0,14.2,114.0
21.7,0.2,0.2,57.0,20.0,45.0,40.0,15.9,118.0
21.8,0.2,0.2,80.0,37.0,50.0,57.0,16.1,119.0
21.6,0.0,0.0,69.0,23.0,52.0,56.0,15.9,118.0
21.5,0.0,0.0,49.0,15.0,17.0,85.0,15.3,117.0
21.4,0.0,0.0,65.0,13.0,40.0,98.0,14.8,116.0
20.5,0.4,0.4,47.0,1.0,37.0,79.0,11.1,103.0
20.3,0.3,0.3,54.0,2.0,58.0,58.0,12.5,108.0
19.7,0.0,0.0,38.0,5.0,44.0,22.0,13.0,104.0
19.4,0.2,0.2,66.0,16.0,60.0,52.0,13.8,110.0
19.0,0.2,0.2,100.0,72.0,77.0,50.0,13.5,106.0
18.7,0.2,0.2,100.0,87.0,81.0,39.0,13.6,101.0
18.6,0.0,0.0,100.0,75.0,97.0,41.0,12.8,80.0
18.2,0.4,0.4,100.0,100.0,81.0,29.0,14.1,77.0
18.1,0.0,0.0,100.0,100.0,87.0,81.0,14.6,81.0
17.9,0.0,0.0,100.0,100.0,77.0,90.0,15.0,80.0
18.2,0.0,0.0,100.0,100.0,88.0,81.0,15.8,78.0
17.9,0.0,0.0,100.0,100.0,80.0,59.0,15.6,75.0
17.9,0.3,0.3,100.0,100.0,58.0,58.0,10.0,52.0
17.8,0.4,0.4,100.0,100.0,28.0,94.0,12.5,49.0
17.9,0.7,0.7,100.0,100.0,21.0,91.0,13.9,53.0
17.8,1.3,1.3,100.0,100.0,12.0,81.0,13.9,59.0
17.9,2.4,2.4,100.0,100.0,9.0,85.0,13.2,68.0
18.1,1.4,1.4,100.0,100.0,40.0,61.0,12.1,78.0
18.3,0.2,0.2,100.0,100.0,36.0,18.0,9.7,68.0
18.3,0.0,0.0,100.0,100.0,77.0,19.0,7.9,66.0
18.8,0.0,0.0,100.0,100.0,71.0,34.0,7.9,74.0
19.1,0.0,0.0,100.0,100.0,59.0,19.0,7.2,90.0
19.4,0.0,0.0,100.0,100.0,46.0,16.0,5.1,86.0
19.8,0.0,0.0,100.0,98.0,31.0,64.0,1.5,104.0
20.3,0.0,0.0,100.0,100.0,18.0,83.0,2.7,113.0
20.3,0.0,0.0,100.0,100.0,21.0,25.0,1.8,101.0
20.2,0.0,0.0,100.0,100.0,50.0,60.0,0.8,63.0
20.2,0.2,0.2,100.0,100.0,25.0,37.0,3.2,63.0
20.0,0.0,0.0,100.0,100.0,19.0,6.0,4.8,77.0
19.9,0.0,0.0,94.0,100.0,6.0,0.0,4.0,80.0
19.9,0.0,0.0,94.0,100.0,6.0,0.0,5.1,129.0
19.9,0.0,0.0,93.0,100.0,5.0,0.0,5.6,153.0
19.8,0.0,0.0,90.0,99.0,2.0,0.0,3.7,169.0
19.5,0.0,0.0,96.0,100.0,8.0,3.0,3.8,229.0
19.6,0.0,0.0,100.0,99.0,8.0,40.0,5.7,215.0
19.6,0.0,0.0,100.0,99.0,9.0,91.0,8.6,202.0
20.1,0.0,0.0,100.0,100.0,40.0,91.0,5.4,188.0
20.2,0.0,0.0,100.0,92.0,33.0,85.0,6.6,193.0
20.4,0.0,0.0,100.0,100.0,23.0,73.0,7.0,201.0
20.9,0.0,0.0,100.0,100.0,27.0,7.0,6.6,225.0
22.6,0.1,0.1,100.0,99.0,20.0,0.0,8.2,241.0
25.0,0.0,0.0,79.0,72.0,23.0,0.0,9.8,246.0
25.9,0.1,0.1,58.0,38.0,33.0,14.0,9.8,242.0
27.1,0.0,0.0,56.0,20.0,53.0,21.0,12.9,243.0
27.3,0.0,0.0,40.0,15.0,43.0,3.0,12.4,234.0
27.4,0.0,0.0,42.0,13.0,36.0,29.0,12.3,230.0
27.8,0.0,0.0,35.0,6.0,36.0,25.0,12.0,221.0
28.5,0.0,0.0,51.0,16.0,41.0,39.0,12.2,227.0
27.5,0.0,0.0,39.0,0.0,50.0,29.0,8.6,202.0
27.0,0.0,0.0,34.0,11.0,36.0,9.0,5.9,259.0
26.6,0.0,0.0,35.0,12.0,28.0,26.0,5.6,285.0
25.4,0.0,0.0,28.0,3.0,33.0,17.0,9.2,281.0
23.9,0.2,0.2,23.0,2.0,35.0,0.0,9.4,277.0
22.9,0.0,0.0,19.0,4.0,25.0,2.0,9.0,286.0
22.6,0.0,0.0,5.0,0.0,9.0,0.0,10.0,291.0
21.9,0.0,0.0,7.0,2.0,9.0,0.0,11.9,299.0
21.6,0.0,0.0,5.0,3.0,3.0,0.0,12.8,310.0
21.2,0.0,0.0,3.0,3.0,0.0,0.0,14.0,314.0
21.0,0.0,0.0,4.0,4.0,1.0,0.0,14.5,314.0
20.5,0.0,0.0,11.0,4.0,2.0,20.0,15.3,317.0
20.1,0.0,0.0,3.0,2.0,2.0,1.0,11.5,314.0
20.6,0.0,0.0,9.0,2.0,2.0,21.0,11.5,302.0
21.4,0.0,0.0,20.0,0.0,0.0,67.0,15.3,311.0
22.0,0.0,0.0,6.0,4.0,2.0,4.0,18.9,321.0
22.7,0.0,0.0,12.0,13.0,0.0,0.0,20.1,327.0
24.0,0.0,0.0,16.0,17.0,1.0,0.0,20.0,332.0
24.5,0.0,0.0,18.0,20.0,0.0,0.0,18.9,339.0
25.1,0.0,0.0,22.0,24.0,0.0,0.0,17.4,342.0
25.5,0.0,0.0,37.0,18.0,5.0,60.0,16.2,343.0
26.1,0.0,0.0,22.0,11.0,17.0,7.0,15.0,343.0
26.5,0.0,0.0,9.0,0.0,15.0,0.0,13.4,340.0
26.7,0.0,0.0,16.0,0.0,26.0,0.0,12.6,336.0
26.1,0.0,0.0,3.0,0.0,5.0,0.0,9.0,337.0
25.5,0.0,0.0,15.0,0.0,6.0,38.0,8.0,342.0
25.2,0.0,0.0,5.0,0.0,8.0,0.0,5.0,330.0
23.9,0.0,0.0,3.0,0.0,5.0,0.0,6.6,331.0
22.5,0.0,0.0,4.0,0.0,2.0,10.0,6.6,347.0
20.9,0.0,0.0,4.0,0.0,0.0,14.0,8.0,8.0
20.3,0.0,0.0,1.0,0.0,1.0,0.0,8.7,24.0
19.1,0.0,0.0,0.0,0.0,0.0,0.0,9.8,36.0
18.9,0.0,0.0,1.0,1.0,0.0,0.0,9.7,42.0
18.2,0.0,0.0,3.0,3.0,0.0,0.0,11.0,38.0
17.4,0.0,0.0,6.0,7.0,0.0,0.0,11.5,32.0
16.4,0.0,0.0,11.0,7.0,0.0,14.0,13.1,37.0
17.8,0.0,0.0,5.0,5.0,0.0,0.0,12.5,33.0
18.2,0.0,0.0,0.0,0.0,0.0,0.0,10.9,44.0
19.1,0.0,0.0,0.0,0.0,0.0,1.0,10.5,59.0
20.1,0.0,0.0,14.0,15.0,0.0,2.0,9.1,81.0
21.2,0.0,0.0,19.0,21.0,0.0,0.0,9.5,101.0
22.5,0.0,0.0,26.0,29.0,0.0,0.0,9.8,114.0
22.6,0.0,0.0,33.0,35.0,1.0,2.0,9.7,135.0
22.9,0.0,0.0,100.0,80.0,43.0,48.0,10.5,153.0
23.0,0.0,0.0,100.0,68.0,72.0,64.0,12.4,163.0
23.2,0.0,0.0,100.0,61.0,48.0,70.0,16.0,166.0
23.3,0.0,0.0,86.0,51.0,29.0,74.0,16.4,171.0
